bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
40460,Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,3.84,385339720,9.78039E+12,en-US,368,60,10,7/25/2006,Delta
40465,Thank You for Smoking,Christopher Buckley,3.93,812976525,9.78081E+12,eng,272,9900,561,2/14/2006,Random House Trade Paperbacks
40468,The Crossing,Cormac McCarthy,4.13,517168952,9.78052E+12,eng,425,232,13,4/28/1996,Random House Value Publishing
40470,Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,4.09,679747192,9.78068E+12,eng,292,17475,946,5/25/1999,Vintage
40473,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,4.07,451213238,9.78045E+12,en-US,776,917,130,9/7/2004,NAL
40478,The Agony and the Ecstasy,Irving Stone,4.07,99416271,9.7801E+12,eng,777,160,18,1/1/1991,Arrow
40482,Harvest,Tess Gerritsen,4.11,067155302X,9.78067E+12,eng,368,15619,523,8/1/1997,Pocket Books
40483,Story of O (Story of O #1),Pauline Reage/Sabine d'Estree,3.32,345301110,9.78035E+12,eng,199,12840,997,5/12/1981,Ballantine Books
40484,Story of O,Pauline Reage/John Paul Hand,3.32,1562010352,9.78156E+12,eng,224,446,52,5/8/1998,Running Press Adult
40485,The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,3.78,1400031311,9.7814E+12,eng,384,138,22,9/9/2003,Random House Value Publishing
40487,The Illustrated Story Of O,Doris Kloster/Pauline Reage,3.96,312266057,9.78031E+12,eng,160,24,1,9/20/2001,St. Martin's Press
40490,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,4.54,851512283,9.78085E+12,eng,223,9476,247,11/1/1975,Banner of Truth
40491,Valley Of Silence (Circle Trilogy  #3),Nora Roberts,4.22,515141674,9.78052E+12,eng,318,1372,113,11/1/2006,Berkley Books
40492,Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld/Steve Wozniak,4.18,596007191,9.7806E+12,en-US,291,1900,55,12/16/2004,O'Reilly Media
40493,The Valley of Horses (Earth's Children  #2),Jean M. Auel,4,553381660,9.78055E+12,en-US,544,59723,1733,6/25/2002,Bantam
40496,How Green Was My Valley,Richard Llewellyn,4.18,141185856,9.78014E+12,eng,448,12351,1041,6/28/2001,Penguin Classics
40502,Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,4.27,345479076,9.78035E+12,en-US,352,413,24,7/12/1986,Ballantine
40504,Once a Warrior (Warriors  #1),Karyn Monk,3.75,553574221,9.78055E+12,eng,384,309,20,3/31/1997,Fanfare
40526,Time and Again (Time  #1),Jack Finney,3.96,575073608,9.78058E+12,eng,399,13760,1624,5/1/2012,Orion Publishing Group
40528,Time and Again (Time Travel #1-2),Nora Roberts,3.77,373285337,9.78037E+12,eng,505,302,30,3/28/2006,Silhouette Books
40530,Time and Again: Time Was / Times Change,Nora Roberts,3.77,373484410,9.78037E+12,eng,505,7574,194,8/24/2001,Silhouette
40531,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,4.12,60609176,9.78006E+12,en-US,160,4272,260,4/7/2015,HarperOne
40532,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,4.13,60609192,9.78006E+12,en-US,321,2959,187,4/7/2015,HarperOne
40536,The Complete Idiot's Guide to Business Plans,Gwen Moran,3.32,1592574009,9.78159E+12,eng,314,16,4,10/4/2005,Alpha Books
40540,PHP and MySQL Web Development (Developer's Library),Luke Welling/Laura Thomson,3.96,672326728,7.52063E+11,en-US,1008,590,31,10/1/2004,Sams
40543,Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,3.72,1590595521,9.78159E+12,en-US,913,158,12,10/1/2005,Apress
40549,PHP & MySQL For Dummies,Janet Valade,3.55,470096004,9.78047E+12,eng,436,145,6,12/1/2006,Wiley Publishing
40551,PHP and MySQL for Dummies,Janet Valade,3.55,764555898,9.78076E+12,en-US,456,12,2,4/9/2004,For Dummies
40573,Graphic Design Now,Charlotte Fiell/Peter Fiell,3.43,382284778X,9.78382E+12,eng,349,67,2,11/1/2005,Taschen
40582,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.44,700614524,9.7807E+12,eng,161,9,1,4/20/2006,University Press of Kansas
40597,My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3,1932420347,9.78193E+12,eng,144,8,1,7/1/2004,New Tradition Books
40604,The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne/Robert Folkenflik,3.74,375761195,9.78038E+12,eng,704,96,11,9/21/2004,Modern Library
40609,La fortaleza digital,Dan Brown/Eduardo Garcia Murillo,3.65,8489367019,9.78849E+12,spa,440,1078,76,2/1/2006,Umbriel
40620,The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,3.62,143036084,9.78014E+12,en-US,320,691,63,11/1/2005,Penguin Books
40622,Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,4.05,1741045916,9.78174E+12,eng,1284,357,16,3/1/2007,Lonely Planet
40625,Europe and the People Without History,Eric R. Wolf,4.12,520048989,9.78052E+12,eng,534,995,32,12/3/1982,University of California Press
40626,A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,4,393924955,9.78039E+12,en-US,1040,62,4,2/1/2004,W. W. Norton & Company
40630,How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,4.27,882580965,9.78088E+12,eng,312,2088,96,1/1/1981,Howard University Press
40631,Europe: A History,Norman Davies,4.17,60974680,9.78006E+12,eng,1392,3394,163,1/20/1998,Harper Perennial
40636,The Basketball Diaries,Jim Carroll,3.95,140249990,9.78014E+12,eng,224,308,19,4/1/1995,Penguin Books
40640,The Basketball Diaries and the Book of Nods,Jim Carroll,4.25,571148433,9.78057E+12,eng,320,85,3,5/26/1987,Faber & Faber Ltd.
40646,The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,4,802431488,9.7808E+12,eng,224,25,2,9/1/2005,Moody Publishers
40663,Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,4.11,306808919,9.78031E+12,eng,288,334,15,5/7/1999,Da Capo Press
40664,In the Hand of Dante,Nick Tosches,3.18,316735647,9.78032E+12,en-US,384,683,76,9/1/2003,Back Bay Books
40694,Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,791059294,9.78079E+12,eng,147,991,52,12/31/2001,Chelsea House Publications
40700,Schott's Original Miscellany,Ben Schott/Collin Deckerman,4.08,1582343497,9.78158E+12,eng,158,1379,103,8/4/2003,Bloomsbury Publishing PLC
40706,Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott/Jean S. Arbeiter,2.67,316773786,9.78032E+12,en-US,260,3,1,1/1/1998,Little Brown and Company
40710,Blowback (Scot Harvath  #4),Brad Thor,4.18,1416505415,9.78142E+12,eng,575,13546,371,6/1/2006,Pocket Books
40718,The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson/Shara Kay,4.13,805077979,9.78081E+12,en-US,389,1332,75,4/1/2005,St. Martins Press-3PL
40763,Bouvard and Pecuchet,Gustave Flaubert/£D£q£d£f£f?£\? £M£o£l£d£\£e?£_£b?/Mark Polizzotti/Raymond Queneau,3.86,1564783936,9.78156E+12,eng,328,2820,103,3/28/2006,Dalkey Archive Press
40789,Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,4.24,805078916,9.78081E+12,eng,383,644,78,5/30/2006,Henry Holt and Company
40790,Thirteen Moons on Turtle's Back,Joseph Bruchac/Jonathan London/Thomas Locker,4.08,698115848,9.7807E+12,en-US,32,318,40,8/25/1997,Puffin Books
40792,One Tiny Turtle,Nicola Davies/Jane Chapman,4.13,763623113,9.78076E+12,eng,32,518,102,6/14/2005,Candlewick Press
40795,Turtle Island,Gary Snyder/Michael Corr,4.09,811205460,9.78081E+12,eng,112,3809,105,1/17/1974,New Directions
40798,Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,3.86,262680939,9.78026E+12,eng,184,131,8,1/22/1997,Bradford Book
40806,Turtle Moon,Alice Hoffman,3.83,99429160,9.7801E+12,eng,275,7545,388,4/4/2002,Vintage
40807,Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett/Patricia P. Bartlett,3.8,764122789,9.78076E+12,eng,46,20,4,2/1/2003,B.E.S. Publishing
40816,Turtles & Tortoises for Dummies,Liz Palika,3.57,764553135,9.78076E+12,eng,328,53,5,3/15/2001,For Dummies
40821,The Turtle and the Monkey,Paul Galdone/Joanna Galdone,3.74,395544254,9.7804E+12,eng,32,58,6,9/24/1990,Clarion Books
40833,Turtle Diary,Russell Hoban,4,747548315,9.78075E+12,eng,182,893,99,9/4/2000,Bloomsbury Publishing PLC
40836,Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,4.35,1929610254,9.78193E+12,eng,208,16,2,9/1/2002,Redleaf Press
40859,Inside Himalaya,Basil Pao/Michael Palin,4,297843702,9.7803E+12,en-GB,200,30,2,1/31/2005,Weidenfeld & Nicolson
40863,Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,4.04,1882647009,9.78188E+12,eng,503,29,6,8/1/1993,Aivia Press
40868,The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,4.25,312853025,9.78031E+12,eng,446,1134,44,4/15/1997,Orb Books
40870,Lurulu,Jack Vance,3.59,312872798,9.78031E+12,en-US,204,276,20,2/6/2007,Tor Books
40877,Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,3.93,425058735,9.78043E+12,eng,436,130,16,4/1/1983,Berkley Trade
40880,Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,4.15,712311025,9.78071E+12,eng,232,13,2,1/1/2000,British Library
40884,Galactic Effectuator,Jack Vance,3.69,441272320,9.78044E+12,eng,219,286,13,11/1/1981,Ace
40888,The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,4.02,312868774,9.78031E+12,eng,448,8,2,6/23/2001,Tor Books
40889,The Languages of Pao,Jack Vance,3.8,743487141,9.78074E+12,en-GB,224,894,54,8/1/2004,iBooks
40891,The Last Castle,Jack Vance,3.79,425084787,9.78043E+12,eng,115,841,43,1/1/1986,Underwood/Miller  Berkley
40893,Madouc (Lyonesse  #3),Jack Vance,4.15,441505325,9.78044E+12,eng,426,1825,71,8/1/1991,Ace Books
40894,Ports of Call,Jack Vance,3.55,312864744,9.78031E+12,eng,300,409,23,1/15/1999,Tor Books
40911,The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.3,312865767,9.78031E+12,eng,397,653,19,8/15/1997,Tor Books
40912,The Green Pearl (Lyonesse  #2),Jack Vance,4.16,441303161,9.78044E+12,eng,407,10,2,6/15/1987,Ace
40913,The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,3.7,812501942,9.78081E+12,eng,182,43,4,12/1/1989,Tor Books
40914,The Many Worlds of Magnus Ridolph,Jack Vance,3.9,879975318,9.78088E+12,eng,174,282,16,4/1/1980,DAW Books Inc
40919,Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,3.72,922915997,9.78092E+12,eng,260,436,95,6/1/2005,Feral House
40922,Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,3.94,446658081,9.78045E+12,eng,253,64,5,6/1/1972,Paperback Library
40923,Theodore Rex,Edmund Morris,4.19,812966007,9.78081E+12,eng,555,38131,911,10/1/2002,Random House Trade Paperbacks
40928,Oedipus Tyrannus,Sophocles/Theodore F. Brunner/Luci Berkowitz,3.7,393098745,9.78039E+12,eng,272,146,10,7/1/1970,W.W. Norton & Company
40929,The Rise of Theodore Roosevelt,Edmund Morris,4.23,375756787,9.78038E+12,eng,780,36847,1461,11/20/2001,Random House Trade Paperbacks
40941,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,4.08,812967887,9.78081E+12,eng,672,892,59,8/10/2004,Random House Trade Paperbacks
40951,A History of the Life Sciences,Lois N. Magner/Magner,4.53,824708245,9.78082E+12,en-US,514,15,2,8/13/2002,CRC Press
40958,The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley/Jonathan Littman/Tom Peters,3.97,385499841,9.78039E+12,eng,320,6412,154,1/16/2001,Broadway Business
40969,Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,4.02,812971051,9.78081E+12,en-US,229,583,70,3/9/2004,Random House Trade Paperbacks
40989,I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta/Rob Bell,3.54,1400073472,9.7814E+12,en-US,224,442,78,4/17/2007,Waterbrook Press
40992,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.02,312890176,9.78031E+12,eng,413,13211,883,10/15/1994,Orb Books
40995,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,4.32,312890184,9.78031E+12,eng,411,9426,351,10/15/1994,Orb Books
40996,The Wizard (The Wizard Knight #2),Gene Wolfe,3.86,765350505,9.78077E+12,eng,587,2595,104,8/29/2006,Tor Fantasy
40997,Soldier of Sidon (Latro #3),Gene Wolfe,4.01,765316641,9.78077E+12,eng,320,1063,60,10/31/2006,Tor Books
41005,The Right Stuff,Tom Wolfe,4.24,1579124585,9.78158E+12,eng,304,213,24,5/1/2005,Black Dog & Leventhal
41028,Wild Fire (The Hot Zone  #3),Debra Cowan,3.86,373274742,9.78037E+12,eng,250,14,0,1/31/2006,Silhouette Books
41033,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,3.55,618329676,9.78062E+12,eng,448,100,13,10/14/2004,Mariner Books
41044,Day and Night,Better Homes and Gardens,0,696018829,9.7807E+12,eng,32,0,1,3/1/1989,Meredith Corporation
41046,Romanticism,Hugh Honour,3.75,64300897,9.78006E+12,eng,416,42,2,8/15/1979,Westview Press
41053,No Cherubs for Melanie,James  Hawkins,4,1550023926,9.78155E+12,eng,394,8,1,10/1/2002,Dundurn
41054,The Fish Kisser,James  Hawkins,3.4,888822405,9.78089E+12,eng,360,9,0,11/1/2001,Dundurn
41055,Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,3.95,380731215,9.78038E+12,eng,376,3654,148,3/7/2000,Avon
41069,Stand on Zanzibar,John Brunner,3.96,1857988361,9.78186E+12,eng,672,12560,387,8/12/1999,Gollancz
41070,The Shockwave Rider,John Brunner,3.95,345467175,9.78035E+12,eng,288,2945,125,3/1/1995,Del Rey
41071,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,4,781723051,9.78078E+12,eng,400,2,0,12/21/1999,LWW
41072,Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,3.72,1592441122,9.78159E+12,en-GB,132,92,11,12/1/2002,Wipf & Stock Publishers
41073,Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,2.92,051712310X,9.78052E+12,eng,800,11,1,5/3/1995,Wings
41074,The Sheep Look Up,John Brunner/James John Bell/David Brin,3.95,1932100016,9.78193E+12,eng,388,3568,284,5/11/2003,BenBella Books
41081,Entry to Elsewhen,John Brunner,3.37,879971541,9.78088E+12,eng,172,58,3,2/28/1975,DAW Books
41085,The Crucible of Time,John Brunner,3.71,345302354,9.78035E+12,eng,416,25,3,6/12/1984,Del Rey
41086,Polymath (Zarathustra Refugee Planets  #2),John Brunner,3.56,879977663,9.78088E+12,en-US,156,238,16,8/28/1982,DAW Books (NY)
41087,Total Eclipse,John Brunner,3.44,879979119,9.78088E+12,eng,206,288,22,2/7/1984,DAW
41088,Manshape,John Brunner,3.11,879977647,9.78088E+12,eng,159,34,5,9/28/1982,DAW SF
41089,Modern Classics of Science Fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,4.17,312088477,9.78031E+12,eng,672,91,6,1/15/1993,St. Martin's Griffin
41090,The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,Isaac Asimov/Charles G. Waugh,3.93,786719052,9.78079E+12,en-US,512,128,12,1/24/2007,Running Press
41091,Unearthly Neighbors,Chad Oliver,3.83,517552949,9.78052E+12,eng,208,38,8,9/5/1984,Random House Value Publishing
41092,The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver/George Zebrowski/Isaac Asimov,3.55,517551861,9.78052E+12,eng,214,37,6,7/25/1984,Random House Value Publishing
41093,Men  Martians and Machines,Eric Frank Russell/George Zebrowski/Isaac Asimov,3.77,517551853,9.78052E+12,eng,216,164,14,2/1/1984,Crown Publishers
41097,What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists¡XFully Explicated,Peter D'Epiro/Mary Desmond Pinkowish,3.77,385490623,9.78039E+12,eng,560,231,19,12/1/1998,Anchor
41098,World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,4.09,143039148,9.78014E+12,eng,352,3633,142,2/28/2006,Penguin Classics
41103,Wonder of the World,David Lindsay-Abaire,3.93,822218631,9.78082E+12,eng,72,42,4,12/31/2003,Dramatists Play Service  Inc.
41105,Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,3.92,1582970076,9.78158E+12,eng,246,424,54,4/1/2004,Writer's Digest Books
41111,Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman/Steven Foster,4.29,892818786,9.78089E+12,eng,160,52,4,10/1/2000,Healing Arts Press
41117,Worlds of Wonder,Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance,4.13,575043555,9.78058E+12,eng,368,0,0,11/10/1988,Orion Publishing Co
41120,Sixty Days and Counting (Science in the Capital  #3),Kim Stanley Robinson,3.66,553803131,9.78055E+12,eng,388,1642,136,2/27/2007,Bantam Doubleday Dell Publishing Group
41121,Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,3.69,553585819,9.78055E+12,eng,640,2099,155,1/30/2007,Spectra
