bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,
22727,Under the Duvet,Marian Keyes,3.52,141007478,9.78014E+12,eng,304,401,43,7/28/2009,Penguin UK,
22733,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,8497599179,9.7885E+12,spa,595,204,21,3/30/2003,DeBolsillo,
22736,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3.4,3548603254,9.78355E+12,ger,332,11,2,4/1/2003,List Taschenbuch,
22739,Le Club de la derniere chance,Marian Keyes,3.81,2266130609,9.78227E+12,fre,608,6,0,6/5/2003,Pocket,
22741,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,3.95,2266108271,9.78227E+12,fre,563,7,1,5/2/2002,Pocket,
22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,840132954X,9.7884E+12,spa,594,7,0,1/31/2003,DeBolsillo,
22745,Auszeit fur Engel Walsh Family  #3),Marian Keyes,3.75,3453868579,9.78345E+12,ger,477,16,1,2/1/2003,Heyne,
22763,Open House,Elizabeth Berg,3.7,99461269,9.7801E+12,en-GB,314,61,6,9/29/2003,Arrow Books,
22774,Slightly Settled (Slightly  #2),Wendy Markham,3.68,373250479,9.78037E+12,en-US,312,4756,84,1/23/2004,Red Dress Ink,
22784,¤ü©]¤e 8,Rumiko Takahashi,4.26,4091252087,9.78409E+12,jpn,192,16,0,11/18/1998,¤p?À],
22786,¤ü©]¤e 7,Rumiko Takahashi,4.27,4091252079,9.78409E+12,jpn,192,15,0,8/8/1998,¤p?À],
22789,¤ü©]¤e 24,Rumiko Takahashi,4.26,4091256449,9.78409E+12,jpn,192,11,1,12/18/2001,¤p?À],
22799,¤ü©]¤e 28,Rumiko Takahashi,4.29,4091256481,9.78409E+12,jpn,192,12,1,12/5/2002,¤p?À],
22801,¤ü©]¤e 4,Rumiko Takahashi,4.29,4091252044,9.78409E+12,jpn,192,15,0,12/10/1997,¤p?À],
22802,¤ü©]¤e 22,Rumiko Takahashi,4.25,4091256422,9.78409E+12,jpn,192,13,1,8/9/2001,¤p?À],
22803,¤ü©]¤e 26,Rumiko Takahashi,4.28,4091256465,9.78409E+12,jpn,192,11,1,6/18/2002,¤p?À],
22804,¤ü©]¤e 12,Rumiko Takahashi,4.25,4091255825,9.78409E+12,jpn,192,13,0,9/18/1999,¤p?À],
22805,¤ü©]¤e 17,Rumiko Takahashi,4.25,4091255876,9.78409E+12,jpn,192,14,1,8/9/2000,¤p?À],
22807,¤ü©]¤e 14,Rumiko Takahashi,4.3,4091255841,9.78409E+12,jpn,192,13,1,2/18/2000,¤p?À],
22816,¤ü©]¤e 10,Rumiko Takahashi,4.28,4091252109,9.78409E+12,jpn,192,15,0,4/17/1999,¤p?À],
22817,¤ü©]¤e 1,Rumiko Takahashi,4.27,409125201X,9.78409E+12,jpn,192,41,3,4/18/1997,¤p?À],
22820,¤ü©]¤e  27,Rumiko Takahashi,4.28,4091256473,9.78409E+12,jpn,192,12,1,9/18/2002,¤p?À],
22821,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,3.97,1569311935,9.78157E+12,en-US,216,32,1,3/8/1997,Viz Media,
22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,4.04,1569312109,9.78157E+12,en-US,200,27,0,12/6/1997,Viz Media,
22826,Lamu: Urusei Yatsura  3,Rumiko Takahashi,4.08,8484497283,9.78848E+12,spa,416,38,0,8/30/2005,Glenat,
22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,4.11,1569310351,9.78157E+12,eng,208,72,4,6/5/1995,Viz Media,
22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,3.97,156931019X,9.78157E+12,en-US,400,131,7,6/5/1997,Viz Media,
22834,???? 12,Rumiko Takahashi,4.06,409126512X,9.78409E+12,jpn,176,0,0,9/18/2002,¤p?À] [Sho?gakukan],
22835,Ranma 1/2  Vol. 12 (Ranma ? (US 2nd)  #12),Rumiko Takahashi,4.11,1591162866,9.78159E+12,eng,200,1102,19,8/17/2004,VIZ Media LLC,
22861,Your and My Secret  Vol. 1,Ai Morinaga,3.54,1413901433,9.78141E+12,eng,174,406,31,7/6/2004,ADV Manga,
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,345459849,9.78035E+12,eng,672,11246,148,6/3/2003,Del Rey,
22868,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,6163831,9.78001E+12,en-GB,479,174,3,11/18/1996,Fontana,
22871,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,4.15,553071793,9.78055E+12,eng,617,4544,69,6/1/1994,Spectra,
22874,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,3.99,553297600,9.78055E+12,en-US,480,5020,101,7/21/2010,Bantam,
22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,345418476,9.78035E+12,eng,496,15389,109,6/23/1997,Del Rey,
22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,553562606,9.78055E+12,eng,518,5460,89,10/21/2009,Spectra,
22883,Pretty Face  Vol. 1,Yasuhiro Kano,3.83,1421513684,9.78142E+12,eng,192,494,40,8/7/2007,VIZ Media LLC,
22885,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,1889963852,9.78189E+12,eng,80,2,0,3/1/2006,University of Alaska Press,
22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,3.89,373255594,9.78037E+12,eng,215,17,1,7/23/1993,Harlequin Temptation,
22889,Skylight Confessions,Alice Hoffman,3.64,316058785,9.78032E+12,eng,264,6754,744,1/1/2007,Little Brown and Company,
22892,The Foretelling,Alice Hoffman,3.84,316154091,9.78032E+12,eng,182,2646,247,9/1/2006,Little  Brown Books for Young Readers,
22893,Incantation,Alice Hoffman,3.88,316010197,9.78032E+12,eng,166,5653,800,10/1/2006,Little  Brown Books for Young Readers,
22896,Practical Magic (Practical Magic #1),Alice Hoffman,3.78,425190374,9.78043E+12,eng,286,54261,4232,8/5/2003,Penguin,
22898,The Probable Future,Alice Hoffman,3.83,345455916,9.78035E+12,eng,352,11910,965,6/1/2004,Ballantine Books,
22904,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,4.35,805210555,9.78081E+12,eng,486,20028,381,11/14/1995,Schocken,
22911,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,3.75,805210644,9.78081E+12,eng,336,17981,522,7/2/1996,Schocken,
22912,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,4.35,679423036,9.78068E+12,eng,566,445,30,10/26/1993,Knopf,
22913,Kafka: Toward a Minor Literature,Gilles Deleuze/Felix Guattari/Franz Kafka,4.17,816615152,9.78082E+12,eng,136,1287,45,10/31/1986,Univ Of Minnesota Press,
22914,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,4.46,393058484,9.78039E+12,eng,462,3132,103,9/17/2004,W. W. Norton  Company,
22915,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,4.3,517229250,9.78052E+12,en-US,680,4420,165,10/3/2006,Gramercy Books,
22916,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,4.3,553382160,9.78055E+12,eng,762,877,55,1/1/2003,Bantam,
22931,Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,515130990,9.78052E+12,en-US,295,1421,68,7/1/2001,Jove,
22932,Emma  Vol. 01,Kaoru Mori/´Ë ?,3.83,1401211321,9.7814E+12,eng,183,3515,339,9/20/2006,CMX,
22944,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,3.41,812551249,9.78081E+12,en-GB,399,1,0,2/1/2004,Tor Fantasy,
22945,Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton,3.74,886776171,9.78089E+12,eng,368,35,0,9/1/1994,DAW,
22947,Drum Calls (Drums of Chaos  #2),Jo Clayton,3.72,812551230,9.78081E+12,eng,341,29,1,7/1/1998,Tor Books,
22948,Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton,3.87,886776503,9.78089E+12,eng,352,63,2,5/1/1995,DAW,
22950,Quester's Endgame,Jo Clayton,3.98,886771382,9.78089E+12,eng,372,159,6,7/1/1986,DAW,
22951,Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,3.99,886774675,9.78089E+12,eng,400,68,1,4/1/1991,DAW,
22966,Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,4.22,1400040353,9.7814E+12,eng,448,532,23,11/23/2004,Knopf Publishing Group,
22967,Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,4.21,1400040361,9.7814E+12,en-US,384,637,24,4/10/2007,Knopf Publishing Group,
22969,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs,4.14,767914228,9.78077E+12,en-GB,288,48,3,4/8/2003,Clarkson Potter,
22991,Blood Wedding and Yerma,Federico Garcia Lorca/W.S. Merwin/Langston Hughes,3.84,1559360801,9.78156E+12,en-US,160,885,32,5/1/1994,Theatre Communications Group,
22994,Selected Verse,Federico Garcia Lorca/Christopher Maurer,4.43,374528551,9.78037E+12,eng,432,189,14,6/9/2004,Farrar  Straus and Giroux,
23000,Operation Wandering Soul,Richard Powers,3.61,006097611X,9.78006E+12,eng,352,379,33,4/2/2002,Harper Perennial,
23001,Galatea 2.2,Richard Powers,3.72,312423136,9.78031E+12,eng,329,2155,191,1/1/2004,Picador,
23002,Three Farmers on Their Way to a Dance,Richard Powers,3.82,60975091,9.78006E+12,eng,352,742,49,12/1/1994,Harper Perennial,
23003,Christian Theology: An Introduction,Alister E. McGrath,4.04,1405153601,9.78141E+12,eng,534,1178,48,11/13/2006,Blackwell Publishers,
23007,The Time of Our Singing,Richard Powers,4.25,99453835,9.7801E+12,eng,631,1836,245,2/5/2004,Vintage,
23009,The Christian Theology Reader,Alister E. McGrath,4.17,140515358X,9.78141E+12,eng,744,244,11,9/1/2006,Blackwell Publishers,
23010,Prisoner's Dilemma,Richard Powers,3.87,60977086,9.78006E+12,en-US,352,543,45,4/2/2002,Harper Perennial,
23011,In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,3.97,385722168,9.78039E+12,eng,354,515,76,2/19/2002,Anchor,
23013,Gain,Richard Powers,3.77,99284464,9.7801E+12,eng,355,710,54,11/1/2001,Vintage,
23017,Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt,3.77,29227968,9.78003E+12,eng,384,293,17,3/1/1991,Free Press,
23022,The Grotesque,Patrick McGrath,3.62,679776214,9.78068E+12,eng,178,815,58,1/28/1997,Vintage,
23023,Port Mungo,Patrick McGrath,3.32,1400075483,9.7814E+12,eng,242,412,36,6/14/2005,Vintage,
23032,Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada,3.39,618506918,9.78062E+12,eng,528,23,4,3/17/2005,Heinle,
23036,Experience,Martin Amis,3.96,99285827,9.7801E+12,eng,401,71,5,4/5/2001,Vintage,
23037,Heavy Water and Other Stories,Martin Amis,3.39,037570115X,9.78038E+12,eng,208,1071,49,3/14/2000,Vintage,
23042,Visiting Mrs Nabokov and Other Excursions,Martin Amis,3.7,99461870,9.7801E+12,eng,288,545,16,4/7/2005,Vintage,
23045,Intimacy And Other Stories,Hanif Kureishi,3.58,057121200X,9.78057E+12,eng,205,46,3,7/9/2001,Faber and Faber,
23046,The Buddha of Suburbia,Hanif Kureishi,3.73,571200435,9.78057E+12,en-US,284,384,25,4/5/2000,Faber and Faber,
23056,Image-Music-Text,Roland Barthes/Stephen Heath,4.1,6861350,9.78001E+12,eng,220,3209,41,9/13/1993,Fontana Press,
23057,Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard,3.97,795000375,9.7808E+12,eng,119,75,5,6/1/2001,Hill and Wang,
23060,The Fashion System,Roland Barthes/Matthew    Ward/Richard Howard,3.54,520071778,9.78052E+12,eng,351,228,10,7/25/1990,University of California Press,
23061,The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes/Richard Howard,3.95,520072383,9.78052E+12,eng,320,93,3,2/7/1991,University of California Press,
23063,The Pleasure of the Text,Roland Barthes/Richard Miller,4.02,224011871,9.78022E+12,eng,80,19,1,2/12/1976,Jonathan Cape,
23065,How to Travel with a Salmon & Other Essays,Umberto Eco/William Weaver,3.85,99428636,9.7801E+12,eng,229,110,12,4/16/2001,Vintage,
23066,How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,3.85,151001367,9.78015E+12,eng,248,3532,153,12/1/1994,Houghton Mifflin,
23080,Le Nom de la rose,Umberto Eco/Jean-Noel Schifano,4.12,2253033138,9.78225E+12,fre,755,745,49,11/2/1983,Le Livre de Poche,
23114,Os libros arden mal,Manuel Rivas,3.36,849782461X,9.7885E+12,glg,741,36,2,6/24/2006,Edicions Xerais de Galicia  S.A.,
23158,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3.82,1585420824,9.78159E+12,eng,320,228,12,3/5/2001,Tarcher,
23183,The Book of Questions,Pablo Neruda/William O'Daly,4.04,1556591608,9.78156E+12,eng,96,2180,224,4/1/2001,Copper Canyon Press,
23186,Bugs for Lunch/Insectos para el almuerzo,Margery Facklam/Sylvia Long/Liliana Valenzuela,3.78,1570915067,9.78157E+12,spa,32,4,1,7/1/2002,Charlesbridge,
23194,My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,4.1,1578050499,9.78158E+12,eng,304,679,53,7/17/2001,Sierra Club Books,
23201,Pilgrims and Other Stories,Elizabeth Gilbert,3.13,330351745,9.78033E+12,eng,288,1411,182,4/9/1998,Picador,
23202,The Last American Man,Elizabeth Gilbert,3.81,142002836,9.78014E+12,eng,271,7966,960,5/27/2003,Riverhead Books,
23203,Pilgrims Pa,Elizabeth Gilbert,3.13,395924855,9.7804E+12,eng,224,10,2,9/17/1998,Mariner Books,
23204,Stern Men,Elizabeth Gilbert,3.41,061812733X,9.78062E+12,eng,304,4308,542,6/8/2001,Mariner Books,
23206,A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert,3.72,031228621X,9.78031E+12,eng,176,152,16,6/14/2002,St. Martin's Griffin,
23217,Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,3.83,60525126,9.78006E+12,eng,344,27424,1038,11/28/2006,William Morrow Paperbacks,
23218,Missing You (1-800-Where-R-You  #5),Meg Cabot,4.17,60874309,9.78006E+12,eng,268,11056,366,12/26/2006,HarperTempest,
23219,Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,60851988,9.78006E+12,eng,309,60787,1693,5/23/2006,William Morrow,
23220,Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot,3.74,60525118,9.78006E+12,eng,345,75856,2408,12/27/2005,William Morrow Paperbacks,
23221,How to Be Popular,Meg Cabot,3.55,60880120,9.78006E+12,eng,288,19363,876,8/31/2006,HarperTempest,
23222,Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,3.67,60847182,9.78006E+12,eng,96,9517,219,12/12/2006,HarperTeen,
23224,Darkest Hour (The Mediator  #4),Meg Cabot,4.17,60725141,9.78006E+12,eng,316,30471,671,12/28/2004,HarperCollins,
23226,She Went All the Way,Meg Cabot,3.7,60085444,9.78006E+12,eng,357,12470,441,12/3/2002,Avon,
23227,Are We There Yet?,David Levithan,3.49,037582846X,9.78038E+12,eng,215,3089,281,7/12/2005,Alfred A. Knopf,
23228,Boy Meets Boy,David Levithan,3.84,375832998,9.78038E+12,eng,185,59799,3373,5/10/2005,Alfred A. Knopf,
23229,This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,3.63,439890284,9.78044E+12,eng,240,223,23,2/1/2007,Push,
23232,The Realm of Possibility,David Levithan,3.93,375836578,9.78038E+12,eng,210,14625,1190,5/9/2006,Ember,
23233,Ten Things I Hate about You,David Levithan,4.11,439087309,9.78044E+12,eng,170,1435,65,6/1/1999,Scholastic,
23235,Where We Are  What We See: The Best Young Writers and Artists in America,David Levithan,3.76,439736463,9.78044E+12,eng,288,41,0,5/1/2005,Push,
23236,Aphrodite's Passion (Superhero Central #2),Julie Kenner,3.62,505524740,9.78051E+12,eng,352,534,33,4/1/2002,Love Spell,
23237,The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,3.62,743496140,9.78074E+12,eng,352,651,34,2/1/2006,Downtown Press,
23238,The Cat's Fancy,Julie Kenner,3.57,505523973,9.78051E+12,eng,391,244,27,8/1/2000,Love Spell,
23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,3.89,425215385,9.78043E+12,eng,292,2368,162,7/3/2007,Berkley Publishing Group,
